ID,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Account_Created_Date,Source ,Billing_Country,Account_Name,Opportunity_Name,Opportunity_ID,Sales_Contract_No,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Opportunity_Created_Date,Brand,Product_Type,Size,Product_Category_B,Price,Currency,Last_Activity,Quote_Expiry_Date,Last_Modified_Date,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Planned_Delivery_Start_Date,Planned_Delivery_End_Date,Month,Delivery_Quarter,Delivery_Year,Actual_Delivery_Date,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A
14858,APAC,Philippines,0,0,0,0,0,Bureaucratic_Code_4,5/30/2018,Source_13,Philippines,Account_Name_1521,Opportunity_Name_3382,10770,None,Person_Name_65,Person_Name_65,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,1/16/2019,None,None,None,None,None,None,NaT,2/9/2019,4/1/2019,Person_Name_65,Product_Family_209,Product_Name_430,USD,0.28,USD,0.28,5/1/2019,6/30/2019,2019 - 5,Q2,2019,NaT,1,USD,196001.4,USD,196001.4,Prod_Category_A_None
8224,Japan,Japan,1,1,1,1,0,Bureaucratic_Code_4,9/14/2017,None,Japan,Account_Name_118,Opportunity_Name_2299,10771,None,Person_Name_55,Person_Name_55,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/16/2019,Brand_11,Product_Type_1,Size_3,Product_Category_B_13,0.29,USD,NaT,NaT,1/25/2019,Person_Name_55,Product_Family_167,Product_Name_315,JPY,38,USD,0.34163,11/18/2019,11/18/2019,2019 - 11,Q4,2019,NaT,0,JPY,1915200,JPY,1915200,Prod_Category_A_None
8213,Japan,Japan,1,1,0,0,0,Bureaucratic_Code_4,9/14/2017,None,Japan,Account_Name_118,Opportunity_Name_2313,10772,5698,Person_Name_55,Person_Name_55,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/16/2019,None,None,None,None,None,None,NaT,NaT,2/14/2019,Person_Name_55,Product_Family_139,Product_Name_246,JPY,38,USD,0.34163,2/28/2019,2/28/2019,2019 - 2,Q1,2019,NaT,0,JPY,7219240,JPY,11186440,Prod_Category_A_None
8218,Japan,Japan,1,1,0,0,0,Bureaucratic_Code_4,9/14/2017,None,Japan,Account_Name_118,Opportunity_Name_2313,10772,5698,Person_Name_55,Person_Name_55,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/16/2019,None,None,None,None,None,None,NaT,NaT,2/14/2019,Person_Name_55,Product_Family_132,Product_Name_231,JPY,38,USD,0.34163,2/8/2019,2/8/2019,2019 - 2,Q1,2019,NaT,0,JPY,3967200,JPY,11186440,Prod_Category_A_None
10674,APAC,Singapore,1,1,0,0,0,Bureaucratic_Code_4,1/16/2019,None,Viet Nam,Account_Name_1184,Opportunity_Name_944,10773,None,Person_Name_65,Person_Name_65,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_6,1/16/2019,None,None,None,None,None,None,NaT,NaT,4/3/2019,Person_Name_7,Product_Family_133,Product_Name_226,USD,0.29,USD,0.29,2/1/2019,3/31/2019,2019 - 2,Q1,2019,NaT,0,USD,61224.8,USD,61224.8,Prod_Category_A_None
18062,Japan,None,1,1,1,1,0,Bureaucratic_Code_4,11/7/2013,Source_7,Japan,Account_Name_831,Opportunity_Name_5427,10774,6278,Person_Name_66,Person_Name_66,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,1/16/2019,None,None,None,None,None,None,NaT,NaT,3/27/2019,Person_Name_66,Product_Family_139,Product_Name_245,USD,0.29,USD,0.29,4/1/2020,6/30/2020,2020 - 4,Q2,2020,NaT,4,USD,1245608,USD,1245608,Prod_Category_A_None
18056,Japan,None,1,1,1,1,0,Bureaucratic_Code_4,11/7/2013,Source_7,Japan,Account_Name_831,Opportunity_Name_5430,10775,6279,Person_Name_66,Person_Name_66,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_5,1/16/2019,None,None,None,None,None,None,NaT,NaT,3/27/2019,Person_Name_66,Product_Family_139,Product_Name_245,USD,0.29,USD,0.29,7/1/2020,9/30/2020,2020 - 7,Q3,2020,NaT,6,USD,1868412,USD,1868412,Prod_Category_A_None
18059,Japan,None,1,1,1,1,0,Bureaucratic_Code_4,11/7/2013,Source_7,Japan,Account_Name_831,Opportunity_Name_5432,10776,6280,Person_Name_66,Person_Name_66,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_5,1/16/2019,None,None,None,None,None,None,NaT,NaT,3/27/2019,Person_Name_66,Product_Family_139,Product_Name_242,USD,0.29,USD,0.29,10/1/2020,12/31/2020,2020 - 10,Q4,2020,NaT,1,USD,432027.5,USD,432027.5,Prod_Category_A_None
9379,APAC,Singapore,0,0,0,0,0,Bureaucratic_Code_4,10/20/2017,Source_2,Singapore,Account_Name_543,Opportunity_Name_6866,10777,None,Person_Name_21,Person_Name_21,Account_Type_2,Opportunity_Type_8,Non Binding,Delivery_Terms_6,1/16/2019,None,None,None,None,None,None,NaT,NaT,4/3/2019,Person_Name_7,Product_Family_168,Product_Name_322,USD,0.42,USD,0.42,2/1/2019,3/31/2019,2019 - 2,Q1,2019,NaT,0,USD,97574.4,USD,97574.4,Prod_Category_A_None
15396,EMEA,Netherlands,1,1,0,0,0,Bureaucratic_Code_4,6/19/2018,None,Cyprus,Account_Name_1898,Opportunity_Name_11889,10778,5699,Person_Name_2,Person_Name_2,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,1/16/2019,None,None,None,None,None,None,NaT,2/4/2019,1/18/2019,Person_Name_2,Product_Family_117,Product_Name_190,EUR,0.25,USD,0.28277,1/21/2019,1/25/2019,2019 - 1,Q1,2019,NaT,0,EUR,50960,EUR,50960,Prod_Category_A_None
6740,EMEA,Malta,1,1,0,0,0,Bureaucratic_Code_4,7/13/2017,Source_13,Malta,Account_Name_600,Opportunity_Name_4193,10779,5823,Person_Name_2,Person_Name_2,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_1,1/16/2019,None,None,None,None,None,None,NaT,2/25/2019,2/6/2019,Person_Name_2,Product_Family_168,Product_Name_322,EUR,0.335,USD,0.37892,2/4/2019,2/8/2019,2019 - 2,Q1,2019,NaT,0,EUR,53064,EUR,79090.65,Prod_Category_A_None
6746,EMEA,Malta,1,1,0,0,0,Bureaucratic_Code_4,7/13/2017,Source_13,Malta,Account_Name_600,Opportunity_Name_4193,10779,5823,Person_Name_2,Person_Name_2,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_1,1/16/2019,None,None,None,None,None,None,NaT,2/25/2019,2/6/2019,Person_Name_2,Product_Family_133,Product_Name_226,EUR,0.27,USD,0.3054,2/4/2019,2/8/2019,2019 - 2,Q1,2019,NaT,0,EUR,20358,EUR,79090.65,Prod_Category_A_None
6751,EMEA,Malta,1,1,0,0,0,Bureaucratic_Code_4,7/13/2017,Source_13,Malta,Account_Name_600,Opportunity_Name_4193,10779,5823,Person_Name_2,Person_Name_2,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_1,1/16/2019,None,None,None,None,None,None,NaT,2/25/2019,2/6/2019,Person_Name_2,Product_Family_128,Product_Name_209,EUR,0.255,USD,0.28843,2/4/2019,2/8/2019,2019 - 2,Q1,2019,NaT,0,EUR,5668.65,EUR,79090.65,Prod_Category_A_None
21282,APAC,Thailand,1,1,1,1,0,Bureaucratic_Code_4,9/16/2013,None,Thailand,Account_Name_1343,Opportunity_Name_220,10780,5706,Person_Name_54,Person_Name_54,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,1/16/2019,None,None,None,None,None,None,NaT,1/31/2019,1/21/2019,Person_Name_54,Product_Family_117,Product_Name_190,USD,0.265,USD,0.265,1/28/2019,1/28/2019,2019 - 1,Q1,2019,NaT,0,USD,27008.8,USD,27008.8,Prod_Category_A_None
20029,EMEA,Netherlands,1,1,0,0,0,Bureaucratic_Code_4,7/27/2013,None,Netherlands,Account_Name_1624,Opportunity_Name_10847,10781,5846,Person_Name_18,Person_Name_18,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,1/16/2019,None,None,None,None,None,None,NaT,2/1/2019,2/8/2019,Person_Name_18,Product_Family_140,Product_Name_241,EUR,0.25,USD,0.28277,2/18/2019,3/29/2019,2019 - 2,Q1,2019,NaT,0,EUR,115050,EUR,115050,Prod_Category_A_None
20033,EMEA,Netherlands,1,1,0,0,0,Bureaucratic_Code_4,7/27/2013,None,Netherlands,Account_Name_1624,Opportunity_Name_10851,10782,None,Person_Name_18,Person_Name_18,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,1/16/2019,None,None,None,None,None,None,NaT,3/15/2019,3/1/2019,Person_Name_18,Product_Family_139,Product_Name_242,EUR,0.265,USD,0.29974,5/13/2019,5/17/2019,2019 - 5,Q2,2019,NaT,1,EUR,396347.25,EUR,396347.25,Prod_Category_A_None
20026,EMEA,Netherlands,0,0,0,0,0,Bureaucratic_Code_4,7/27/2013,None,Netherlands,Account_Name_1624,Opportunity_Name_10850,10783,None,Person_Name_18,Person_Name_18,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,1/16/2019,None,None,None,None,None,None,NaT,3/15/2019,3/1/2019,Person_Name_18,Product_Family_167,Product_Name_312,EUR,0.305,USD,0.34498,4/1/2019,4/30/2019,2019 - 4,Q2,2019,NaT,2,EUR,701923.95,EUR,701923.95,Prod_Category_A_None
6301,EMEA,United Kingdom,0,0,0,0,0,Bureaucratic_Code_4,1/11/2017,Source_9,United Kingdom,Account_Name_556,Opportunity_Name_4425,10784,6398,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_5,Non Binding,Delivery_Terms_2,1/16/2019,None,None,None,None,None,None,NaT,4/12/2019,4/9/2019,Person_Name_18,Product_Family_139,Product_Name_246,EUR,0.275,USD,0.31105,4/22/2019,4/22/2019,2019 - 4,Q2,2019,NaT,0,EUR,42185,EUR,63277.5,Prod_Category_A_None
6306,EMEA,United Kingdom,0,0,0,0,0,Bureaucratic_Code_4,1/11/2017,Source_9,United Kingdom,Account_Name_556,Opportunity_Name_4425,10784,6398,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_5,Non Binding,Delivery_Terms_2,1/16/2019,None,None,None,None,None,None,NaT,4/12/2019,4/9/2019,Person_Name_18,Product_Family_140,Product_Name_241,EUR,0.275,USD,0.31105,4/22/2019,4/22/2019,2019 - 4,Q2,2019,NaT,0,EUR,21092.5,EUR,63277.5,Prod_Category_A_None
10828,EMEA,Germany,1,1,1,1,0,Bureaucratic_Code_4,12/6/2017,Source_1,Germany,Account_Name_2067,Opportunity_Name_6863,10785,5695,Person_Name_62,Person_Name_62,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_2,1/16/2019,None,None,None,None,None,None,NaT,1/18/2019,1/18/2019,Person_Name_62,Product_Family_168,Product_Name_318,EUR,0.315,USD,0.35629,2/1/2019,2/8/2019,2019 - 2,Q1,2019,NaT,1,EUR,199584,EUR,199584,Prod_Category_A_None
5347,EMEA,France,0,0,0,0,0,Bureaucratic_Code_4,7/20/2018,Source_7,France,Account_Name_1461,Opportunity_Name_3490,10786,None,Person_Name_16,Person_Name_16,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_2,1/16/2019,Brand_23,Other,Size_3,Product_Category_B_7,0.245,EUR,NaT,NaT,3/11/2019,Person_Name_16,Product_Family_140,Product_Name_237,EUR,0.27,USD,0.3054,5/27/2019,6/28/2019,2019 - 5,Q2,2019,NaT,1,EUR,136679.4,EUR,136679.4,Prod_Category_A_None
16257,Americas,NW America,0,0,0,0,0,Bureaucratic_Code_4,7/6/2018,Source_9,United States,Account_Name_132,Opportunity_Name_8156,10787,5678,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,4/30/2019,1/17/2019,Person_Name_64,Product_Family_213,Product_Name_447,USD,0.36,USD,0.36,4/8/2019,4/8/2019,2019 - 4,Q2,2019,NaT,0,USD,756,USD,4776,Prod_Category_A_None
16262,Americas,NW America,0,0,0,0,0,Bureaucratic_Code_4,7/6/2018,Source_9,United States,Account_Name_132,Opportunity_Name_8156,10787,5678,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,4/30/2019,1/17/2019,Person_Name_64,Product_Family_29,Product_Name_29,USD,nan,USD,nan,4/8/2019,4/8/2019,2019 - 4,Q2,2019,NaT,0,USD,600,USD,4776,Prod_Category_A_None
16268,Americas,NW America,0,0,0,0,0,Bureaucratic_Code_4,7/6/2018,Source_9,United States,Account_Name_132,Opportunity_Name_8156,10787,5678,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,4/30/2019,1/17/2019,Person_Name_64,Product_Family_223,Product_Name_484,USD,0.38,USD,0.38,4/8/2019,4/8/2019,2019 - 4,Q2,2019,NaT,0,USD,3420,USD,4776,Prod_Category_A_None
16273,Americas,NW America,1,1,1,1,0,Bureaucratic_Code_4,7/6/2018,Source_9,United States,Account_Name_132,Opportunity_Name_8285,10788,5680,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,6/28/2019,1/17/2019,Person_Name_64,Product_Family_224,Product_Name_489,USD,0.38,USD,0.38,8/1/2019,8/1/2019,2019 - 8,Q3,2019,NaT,0,USD,126350,USD,126350,Prod_Category_A_None
12627,Americas,NE America,0,0,0,0,0,Bureaucratic_Code_4,3/9/2016,Source_7,United States,Account_Name_1314,Opportunity_Name_8931,10789,None,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,Other,Other,Other,Other,None,None,NaT,NaT,4/12/2019,Person_Name_3,Product_Family_213,Product_Name_447,USD,0.385,USD,0.385,4/1/2019,4/1/2019,2019 - 4,Q2,2019,NaT,0,USD,189189,USD,0,Prod_Category_A_None
16280,Americas,NW America,1,1,0,0,0,Bureaucratic_Code_4,7/6/2018,Source_9,United States,Account_Name_132,Opportunity_Name_8284,10790,5679,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,1/31/2019,1/17/2019,Person_Name_64,Product_Family_224,Product_Name_485,USD,0.38,USD,0.38,3/18/2019,3/18/2019,2019 - 3,Q1,2019,NaT,1,USD,236816,USD,236816,Prod_Category_A_None
16285,Americas,NW America,1,1,1,1,0,Bureaucratic_Code_4,7/6/2018,Source_9,United States,Account_Name_132,Opportunity_Name_8326,10791,5681,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,3/29/2019,1/17/2019,Person_Name_64,Product_Family_29,Product_Name_29,USD,nan,USD,nan,9/9/2019,9/9/2019,2019 - 9,Q3,2019,NaT,0,USD,450,USD,4782,Prod_Category_A_None
16291,Americas,NW America,1,1,1,1,0,Bureaucratic_Code_4,7/6/2018,Source_9,United States,Account_Name_132,Opportunity_Name_8326,10791,5681,Person_Name_64,Person_Name_64,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,3/29/2019,1/17/2019,Person_Name_64,Product_Family_224,Product_Name_489,USD,0.38,USD,0.38,9/9/2019,9/9/2019,2019 - 9,Q3,2019,NaT,0,USD,4332,USD,4782,Prod_Category_A_None
8433,EMEA,Germany,1,1,1,1,0,Bureaucratic_Code_4,7/25/2016,Source_9,Germany,Account_Name_697,Opportunity_Name_1584,10792,5686,Person_Name_13,Person_Name_13,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_2,1/17/2019,None,None,None,None,None,None,NaT,1/31/2019,1/17/2019,Person_Name_13,Product_Family_128,Product_Name_201,EUR,0.235,USD,0.26581,1/28/2019,1/30/2019,2019 - 1,Q1,2019,NaT,1,EUR,177617.7,EUR,177617.7,Prod_Category_A_None
28071,Japan,None,0,0,0,0,0,Bureaucratic_Code_4,7/3/2015,None,Japan,Account_Name_702,Opportunity_Name_8664,10793,5700,Person_Name_55,Person_Name_55,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,1/17/2019,None,None,None,None,None,None,NaT,NaT,1/21/2019,Person_Name_55,Product_Family_132,Product_Name_231,JPY,38,USD,0.34163,3/4/2019,3/4/2019,2019 - 3,Q1,2019,NaT,0,JPY,16045120,JPY,16045120,Prod_Category_A_None
28072,Japan,None,0,0,0,0,0,Bureaucratic_Code_4,7/3/2015,None,Japan,Account_Name_702,Opportunity_Name_8663,10794,5701,Person_Name_55,Person_Name_55,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,1/17/2019,None,None,None,None,None,None,NaT,NaT,1/21/2019,Person_Name_55,Product_Family_132,Product_Name_231,JPY,38,USD,0.34163,3/4/2019,3/4/2019,2019 - 3,Q1,2019,NaT,0,JPY,16045120,JPY,16045120,Prod_Category_A_None
20143,Americas,NW America,0,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Source_11,United States,Account_Name_25,Opportunity_Name_8388,10795,5682,Person_Name_8,Person_Name_8,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,1/17/2019,None,None,None,None,None,None,NaT,NaT,1/17/2019,Person_Name_8,Product_Family_213,Product_Name_447,USD,0.375,USD,0.375,1/28/2019,1/28/2019,2019 - 1,Q1,2019,NaT,0,USD,95287.5,USD,95287.5,Prod_Category_A_None
8256,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2889,10796,6056,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/8/2019,Person_Name_15,Product_Family_160,Product_Name_294,USD,0.34,USD,0.34,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,76731.2,USD,550659.2,Prod_Category_A_None
8261,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2889,10796,6056,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/8/2019,Person_Name_15,Product_Family_160,Product_Name_294,USD,0.34,USD,0.34,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,76731.2,USD,550659.2,Prod_Category_A_None
8267,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2889,10796,6056,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/8/2019,Person_Name_15,Product_Family_160,Product_Name_294,USD,0.34,USD,0.34,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,76731.2,USD,550659.2,Prod_Category_A_None
8272,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2889,10796,6056,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/8/2019,Person_Name_15,Product_Family_160,Product_Name_294,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,81244.8,USD,550659.2,Prod_Category_A_None
8279,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2889,10796,6056,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/8/2019,Person_Name_15,Product_Family_160,Product_Name_294,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,81244.8,USD,550659.2,Prod_Category_A_None
8284,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2889,10796,6056,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/8/2019,Person_Name_15,Product_Family_160,Product_Name_294,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,81244.8,USD,550659.2,Prod_Category_A_None
8317,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2889,10796,6056,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/8/2019,Person_Name_15,Product_Family_160,Product_Name_294,USD,0.34,USD,0.34,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,76731.2,USD,550659.2,Prod_Category_A_None
8372,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2891,10797,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/16/2019,Person_Name_43,Product_Family_224,Product_Name_489,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,99316.8,USD,397267.2,Prod_Category_A_None
8378,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2891,10797,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/16/2019,Person_Name_43,Product_Family_224,Product_Name_489,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,99316.8,USD,397267.2,Prod_Category_A_None
8383,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2891,10797,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/16/2019,Person_Name_43,Product_Family_224,Product_Name_489,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,99316.8,USD,397267.2,Prod_Category_A_None
8390,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2891,10797,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/16/2019,Person_Name_43,Product_Family_224,Product_Name_489,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,99316.8,USD,397267.2,Prod_Category_A_None
8234,APAC,Australia,1,1,1,1,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2888,10798,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/11/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
8239,APAC,Australia,1,1,1,1,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2888,10798,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/11/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
8245,APAC,Australia,1,1,1,1,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2888,10798,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/11/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
9173,APAC,Australia,1,1,1,1,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2888,10798,None,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/11/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
6463,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10820,10799,6267,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,82555.2,USD,330220.8,Prod_Category_A_None
6469,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10820,10799,6267,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,USD,82555.2,USD,330220.8,Prod_Category_A_None
6474,APAC,Australia,0,0,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10820,10799,6267,Person_Name_43,Person_Name_43,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,1/17/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,4/1/2019,6/23/2019,2019 - 4,Q2,2019,NaT,0,USD,82555.2,USD,330220.8,Prod_Category_A_None
